date,Gold Price(24 Karat),Gold Price(22 Karat),Gold Price(18 Karat),Gold Price(14 Karat),Gold Price(10 Karat),,,Gold Price(24 Karat),Gold Price(22 Karat),Gold Price(18 Karat),Gold Price(14 Karat),Gold Price(10 Karat)
1612742400,4292,3935,3219,2504,1788,,,"{date:1612742400,value:4292}","{date:1612742400,value:3935}","{date:1612742400,value:3219}","{date:1612742400,value:2504}","{date:1612742400,value:1788}"
1612915200,4312,3953,3234,2515,1797,,,"{date:1612915200,value:4312}","{date:1612915200,value:3953}","{date:1612915200,value:3234}","{date:1612915200,value:2515}","{date:1612915200,value:1797}"
1613088000,4259,3904,3194,2484,1774,,,"{date:1613088000,value:4259}","{date:1613088000,value:3904}","{date:1613088000,value:3194}","{date:1613088000,value:2484}","{date:1613088000,value:1774}"
1613433600,4194,3845,3146,2447,1748,,,"{date:1613433600,value:4194}","{date:1613433600,value:3845}","{date:1613433600,value:3146}","{date:1613433600,value:2447}","{date:1613433600,value:1748}"
1613606400,4140,3795,3105,2415,1725,,,"{date:1613606400,value:4140}","{date:1613606400,value:3795}","{date:1613606400,value:3105}","{date:1613606400,value:2415}","{date:1613606400,value:1725}"
1613952000,4218,3866,3163,2460,1757,,,"{date:1613952000,value:4218}","{date:1613952000,value:3866}","{date:1613952000,value:3163}","{date:1613952000,value:2460}","{date:1613952000,value:1757}"
1614124800,4197,3847,3148,2448,1749,,,"{date:1614124800,value:4197}","{date:1614124800,value:3847}","{date:1614124800,value:3148}","{date:1614124800,value:2448}","{date:1614124800,value:1749}"
1614297600,4105,3763,3079,2394,1710,,,"{date:1614297600,value:4105}","{date:1614297600,value:3763}","{date:1614297600,value:3079}","{date:1614297600,value:2394}","{date:1614297600,value:1710}"
1614643200,4092,3751,3069,2387,1705,,,"{date:1614643200,value:4092}","{date:1614643200,value:3751}","{date:1614643200,value:3069}","{date:1614643200,value:2387}","{date:1614643200,value:1705}"
1614816000,3984,3652,2988,2324,1660,,,"{date:1614816000,value:3984}","{date:1614816000,value:3652}","{date:1614816000,value:2988}","{date:1614816000,value:2324}","{date:1614816000,value:1660}"
1615161600,3972,3641,2979,2317,1655,,,"{date:1615161600,value:3972}","{date:1615161600,value:3641}","{date:1615161600,value:2979}","{date:1615161600,value:2317}","{date:1615161600,value:1655}"
1615334400,4036,3700,3027,2355,1682,,,"{date:1615334400,value:4036}","{date:1615334400,value:3700}","{date:1615334400,value:3027}","{date:1615334400,value:2355}","{date:1615334400,value:1682}"
1615507200,4036,3700,3027,2354,1682,,,"{date:1615507200,value:4036}","{date:1615507200,value:3700}","{date:1615507200,value:3027}","{date:1615507200,value:2354}","{date:1615507200,value:1682}"
1615852800,4037,3700,3028,2355,1682,,,"{date:1615852800,value:4037}","{date:1615852800,value:3700}","{date:1615852800,value:3028}","{date:1615852800,value:2355}","{date:1615852800,value:1682}"
1616025600,4055,3717,3041,2366,1690,,,"{date:1616025600,value:4055}","{date:1616025600,value:3717}","{date:1616025600,value:3041}","{date:1616025600,value:2366}","{date:1616025600,value:1690}"
1616371200,4048,3711,3036,2361,1687,,,"{date:1616371200,value:4048}","{date:1616371200,value:3711}","{date:1616371200,value:3036}","{date:1616371200,value:2361}","{date:1616371200,value:1687}"
1616544000,4051,3714,3039,2363,1688,,,"{date:1616544000,value:4051}","{date:1616544000,value:3714}","{date:1616544000,value:3039}","{date:1616544000,value:2363}","{date:1616544000,value:1688}"
1616716800,4036,3699,3027,2354,1682,,,"{date:1616716800,value:4036}","{date:1616716800,value:3699}","{date:1616716800,value:3027}","{date:1616716800,value:2354}","{date:1616716800,value:1682}"
1617062400,3980,3648,2985,2322,1658,,,"{date:1617062400,value:3980}","{date:1617062400,value:3648}","{date:1617062400,value:2985}","{date:1617062400,value:2322}","{date:1617062400,value:1658}"
1617321600,4083,3742,3062,2382,1701,,,"{date:1617321600,value:4083}","{date:1617321600,value:3742}","{date:1617321600,value:3062}","{date:1617321600,value:2382}","{date:1617321600,value:1701}"
1617667200,4119,3776,3089,2403,1716,,,"{date:1617667200,value:4119}","{date:1617667200,value:3776}","{date:1617667200,value:3089}","{date:1617667200,value:2403}","{date:1617667200,value:1716}"
1617840000,4205,3854,3153,2453,1752,,,"{date:1617840000,value:4205}","{date:1617840000,value:3854}","{date:1617840000,value:3153}","{date:1617840000,value:2453}","{date:1617840000,value:1752}"
1618185600,4176,3828,3132,2436,1740,,,"{date:1618185600,value:4176}","{date:1618185600,value:3828}","{date:1618185600,value:3132}","{date:1618185600,value:2436}","{date:1618185600,value:1740}"
1618358400,4189,3840,3142,2444,1745,,,"{date:1618358400,value:4189}","{date:1618358400,value:3840}","{date:1618358400,value:3142}","{date:1618358400,value:2444}","{date:1618358400,value:1745}"
1618531200,4261,3906,3195,2485,1775,,,"{date:1618531200,value:4261}","{date:1618531200,value:3906}","{date:1618531200,value:3195}","{date:1618531200,value:2485}","{date:1618531200,value:1775}"
1618876800,4310,3951,3232,2514,1796,,,"{date:1618876800,value:4310}","{date:1618876800,value:3951}","{date:1618876800,value:3232}","{date:1618876800,value:2514}","{date:1618876800,value:1796}"
1619049600,4305,3946,3229,2511,1794,,,"{date:1619049600,value:4305}","{date:1619049600,value:3946}","{date:1619049600,value:3229}","{date:1619049600,value:2511}","{date:1619049600,value:1794}"
1619395200,4282,3925,3212,2498,1784,,,"{date:1619395200,value:4282}","{date:1619395200,value:3925}","{date:1619395200,value:3212}","{date:1619395200,value:2498}","{date:1619395200,value:1784}"
1619568000,4262,3907,3197,2486,1776,,,"{date:1619568000,value:4262}","{date:1619568000,value:3907}","{date:1619568000,value:3197}","{date:1619568000,value:2486}","{date:1619568000,value:1776}"
1619740800,4214,3863,3160,2458,1756,,,"{date:1619740800,value:4214}","{date:1619740800,value:3863}","{date:1619740800,value:3160}","{date:1619740800,value:2458}","{date:1619740800,value:1756}"
1620086400,4219,3867,3164,2461,1758,,,"{date:1620086400,value:4219}","{date:1620086400,value:3867}","{date:1620086400,value:3164}","{date:1620086400,value:2461}","{date:1620086400,value:1758}"
1620259200,4295,3937,3222,2506,1790,,,"{date:1620259200,value:4295}","{date:1620259200,value:3937}","{date:1620259200,value:3222}","{date:1620259200,value:2506}","{date:1620259200,value:1790}"
1620604800,4338,3977,3254,2531,1808,,,"{date:1620604800,value:4338}","{date:1620604800,value:3977}","{date:1620604800,value:3254}","{date:1620604800,value:2531}","{date:1620604800,value:1808}"
1620777600,4306,3947,3229,2512,1794,,,"{date:1620777600,value:4306}","{date:1620777600,value:3947}","{date:1620777600,value:3229}","{date:1620777600,value:2512}","{date:1620777600,value:1794}"
1620950400,4344,3982,3258,2534,1810,,,"{date:1620950400,value:4344}","{date:1620950400,value:3982}","{date:1620950400,value:3258}","{date:1620950400,value:2534}","{date:1620950400,value:1810}"
1621296000,4397,4031,3298,2565,1832,,,"{date:1621296000,value:4397}","{date:1621296000,value:4031}","{date:1621296000,value:3298}","{date:1621296000,value:2565}","{date:1621296000,value:1832}"
1621468800,4400,4033,3300,2567,1833,,,"{date:1621468800,value:4400}","{date:1621468800,value:4033}","{date:1621468800,value:3300}","{date:1621468800,value:2567}","{date:1621468800,value:1833}"
1621814400,4397,4030,3298,2565,1832,,,"{date:1621814400,value:4397}","{date:1621814400,value:4030}","{date:1621814400,value:3298}","{date:1621814400,value:2565}","{date:1621814400,value:1832}"
1621987200,4430,4061,3322,2584,1846,,,"{date:1621987200,value:4430}","{date:1621987200,value:4061}","{date:1621987200,value:3322}","{date:1621987200,value:2584}","{date:1621987200,value:1846}"
1622160000,4432,4063,3324,2585,1847,,,"{date:1622160000,value:4432}","{date:1622160000,value:4063}","{date:1622160000,value:3324}","{date:1622160000,value:2585}","{date:1622160000,value:1847}"
1622592000,4475,4102,3357,2611,1865,,,"{date:1622592000,value:4475}","{date:1622592000,value:4102}","{date:1622592000,value:3357}","{date:1622592000,value:2611}","{date:1622592000,value:1865}"
1622764800,4433,4064,3325,2586,1847,,,"{date:1622764800,value:4433}","{date:1622764800,value:4064}","{date:1622764800,value:3325}","{date:1622764800,value:2586}","{date:1622764800,value:1847}"
1623110400,4443,4072,3332,2591,1851,,,"{date:1623110400,value:4443}","{date:1623110400,value:4072}","{date:1623110400,value:3332}","{date:1623110400,value:2591}","{date:1623110400,value:1851}"
1623283200,4456,4085,3342,2600,1857,,,"{date:1623283200,value:4456}","{date:1623283200,value:4085}","{date:1623283200,value:3342}","{date:1623283200,value:2600}","{date:1623283200,value:1857}"
1623628800,4392,4026,3294,2562,1830,,,"{date:1623628800,value:4392}","{date:1623628800,value:4026}","{date:1623628800,value:3294}","{date:1623628800,value:2562}","{date:1623628800,value:1830}"
1623801600,4317,3957,3238,2518,1799,,,"{date:1623801600,value:4317}","{date:1623801600,value:3957}","{date:1623801600,value:3238}","{date:1623801600,value:2518}","{date:1623801600,value:1799}"
1623974400,4206,3856,3155,2454,1753,,,"{date:1623974400,value:4206}","{date:1623974400,value:3856}","{date:1623974400,value:3155}","{date:1623974400,value:2454}","{date:1623974400,value:1753}"
1624320000,4249,3895,3187,2479,1771,,,"{date:1624320000,value:4249}","{date:1624320000,value:3895}","{date:1624320000,value:3187}","{date:1624320000,value:2479}","{date:1624320000,value:1771}"
1624492800,4235,3882,3176,2470,1764,,,"{date:1624492800,value:4235}","{date:1624492800,value:3882}","{date:1624492800,value:3176}","{date:1624492800,value:2470}","{date:1624492800,value:1764}"
1624838400,4247,3893,3185,2477,1770,,,"{date:1624838400,value:4247}","{date:1624838400,value:3893}","{date:1624838400,value:3185}","{date:1624838400,value:2477}","{date:1624838400,value:1770}"
1625011200,4228,3876,3171,2466,1762,,,"{date:1625011200,value:4228}","{date:1625011200,value:3876}","{date:1625011200,value:3171}","{date:1625011200,value:2466}","{date:1625011200,value:1762}"
1625184000,4280,3924,3210,2497,1784,,,"{date:1625184000,value:4280}","{date:1625184000,value:3924}","{date:1625184000,value:3210}","{date:1625184000,value:2497}","{date:1625184000,value:1784}"
1625529600,4315,3956,3237,2517,1798,,,"{date:1625529600,value:4315}","{date:1625529600,value:3956}","{date:1625529600,value:3237}","{date:1625529600,value:2517}","{date:1625529600,value:1798}"
1625702400,4333,3972,3250,2528,1806,,,"{date:1625702400,value:4333}","{date:1625702400,value:3972}","{date:1625702400,value:3250}","{date:1625702400,value:2528}","{date:1625702400,value:1806}"
1626048000,4331,3970,3248,2527,1805,,,"{date:1626048000,value:4331}","{date:1626048000,value:3970}","{date:1626048000,value:3248}","{date:1626048000,value:2527}","{date:1626048000,value:1805}"
1626220800,4373,4009,3280,2551,1822,,,"{date:1626220800,value:4373}","{date:1626220800,value:4009}","{date:1626220800,value:3280}","{date:1626220800,value:2551}","{date:1626220800,value:1822}"
1626393600,4349,3986,3262,2537,1812,,,"{date:1626393600,value:4349}","{date:1626393600,value:3986}","{date:1626393600,value:3262}","{date:1626393600,value:2537}","{date:1626393600,value:1812}"
1626739200,4336,3975,3252,2530,1807,,,"{date:1626739200,value:4336}","{date:1626739200,value:3975}","{date:1626739200,value:3252}","{date:1626739200,value:2530}","{date:1626739200,value:1807}"
1626912000,4326,3966,3245,2524,1803,,,"{date:1626912000,value:4326}","{date:1626912000,value:3966}","{date:1626912000,value:3245}","{date:1626912000,value:2524}","{date:1626912000,value:1803}"
1627257600,4294,3936,3220,2505,1789,,,"{date:1627257600,value:4294}","{date:1627257600,value:3936}","{date:1627257600,value:3220}","{date:1627257600,value:2505}","{date:1627257600,value:1789}"
1627430400,4328,3967,3246,2525,1803,,,"{date:1627430400,value:4328}","{date:1627430400,value:3967}","{date:1627430400,value:3246}","{date:1627430400,value:2525}","{date:1627430400,value:1803}"
1627603200,4337,3976,3253,2530,1807,,,"{date:1627603200,value:4337}","{date:1627603200,value:3976}","{date:1627603200,value:3253}","{date:1627603200,value:2530}","{date:1627603200,value:1807}"
1627948800,4322,3961,3241,2521,1801,,,"{date:1627948800,value:4322}","{date:1627948800,value:3961}","{date:1627948800,value:3241}","{date:1627948800,value:2521}","{date:1627948800,value:1801}"
1628121600,4295,3937,3221,2506,1790,,,"{date:1628121600,value:4295}","{date:1628121600,value:3937}","{date:1628121600,value:3221}","{date:1628121600,value:2506}","{date:1628121600,value:1790}"
1628467200,4146,3800,3109,2418,1727,,,"{date:1628467200,value:4146}","{date:1628467200,value:3800}","{date:1628467200,value:3109}","{date:1628467200,value:2418}","{date:1628467200,value:1727}"
1628640000,4175,3827,3131,2435,1740,,,"{date:1628640000,value:4175}","{date:1628640000,value:3827}","{date:1628640000,value:3131}","{date:1628640000,value:2435}","{date:1628640000,value:1740}"
1628812800,4246,3892,3184,2477,1769,,,"{date:1628812800,value:4246}","{date:1628812800,value:3892}","{date:1628812800,value:3184}","{date:1628812800,value:2477}","{date:1628812800,value:1769}"
1629158400,4271,3915,3203,2491,1779,,,"{date:1629158400,value:4271}","{date:1629158400,value:3915}","{date:1629158400,value:3203}","{date:1629158400,value:2491}","{date:1629158400,value:1779}"
1629331200,4257,3902,3193,2483,1774,,,"{date:1629331200,value:4257}","{date:1629331200,value:3902}","{date:1629331200,value:3193}","{date:1629331200,value:2483}","{date:1629331200,value:1774}"
1629676800,4300,3942,3225,2508,1792,,,"{date:1629676800,value:4300}","{date:1629676800,value:3942}","{date:1629676800,value:3225}","{date:1629676800,value:2508}","{date:1629676800,value:1792}"
1629849600,4269,3913,3201,2490,1779,,,"{date:1629849600,value:4269}","{date:1629849600,value:3913}","{date:1629849600,value:3201}","{date:1629849600,value:2490}","{date:1629849600,value:1779}"
1630022400,4296,3938,3222,2506,1790,,,"{date:1630022400,value:4296}","{date:1630022400,value:3938}","{date:1630022400,value:3222}","{date:1630022400,value:2506}","{date:1630022400,value:1790}"
1630368000,4259,3904,3194,2484,1774,,,"{date:1630368000,value:4259}","{date:1630368000,value:3904}","{date:1630368000,value:3194}","{date:1630368000,value:2484}","{date:1630368000,value:1774}"
1630540800,4250,3896,3188,2479,1771,,,"{date:1630540800,value:4250}","{date:1630540800,value:3896}","{date:1630540800,value:3188}","{date:1630540800,value:2479}","{date:1630540800,value:1771}"
1630886400,4287,3929,3215,2501,1786,,,"{date:1630886400,value:4287}","{date:1630886400,value:3929}","{date:1630886400,value:3215}","{date:1630886400,value:2501}","{date:1630886400,value:1786}"
1631059200,4250,3896,3187,2479,1771,,,"{date:1631059200,value:4250}","{date:1631059200,value:3896}","{date:1631059200,value:3187}","{date:1631059200,value:2479}","{date:1631059200,value:1771}"
1631232000,4226,3874,3170,2465,1761,,,"{date:1631232000,value:4226}","{date:1631232000,value:3874}","{date:1631232000,value:3170}","{date:1631232000,value:2465}","{date:1631232000,value:1761}"
1631577600,4271,3915,3203,2491,1780,,,"{date:1631577600,value:4271}","{date:1631577600,value:3915}","{date:1631577600,value:3203}","{date:1631577600,value:2491}","{date:1631577600,value:1780}"
1631750400,4148,3803,3111,2420,1728,,,"{date:1631750400,value:4148}","{date:1631750400,value:3803}","{date:1631750400,value:3111}","{date:1631750400,value:2420}","{date:1631750400,value:1728}"
1632096000,4180,3832,3135,2438,1742,,,"{date:1632096000,value:4180}","{date:1632096000,value:3832}","{date:1632096000,value:3135}","{date:1632096000,value:2438}","{date:1632096000,value:1742}"
1632268800,4197,3847,3148,2448,1749,,,"{date:1632268800,value:4197}","{date:1632268800,value:3847}","{date:1632268800,value:3148}","{date:1632268800,value:2448}","{date:1632268800,value:1749}"
1632441600,4153,3806,3114,2422,1730,,,"{date:1632441600,value:4153}","{date:1632441600,value:3806}","{date:1632441600,value:3114}","{date:1632441600,value:2422}","{date:1632441600,value:1730}"
1632787200,4138,3793,3103,2414,1724,,,"{date:1632787200,value:4138}","{date:1632787200,value:3793}","{date:1632787200,value:3103}","{date:1632787200,value:2414}","{date:1632787200,value:1724}"
1632960000,4185,3837,3139,2441,1744,,,"{date:1632960000,value:4185}","{date:1632960000,value:3837}","{date:1632960000,value:3139}","{date:1632960000,value:2441}","{date:1632960000,value:1744}"
1633305600,4239,3886,3179,2473,1766,,,"{date:1633305600,value:4239}","{date:1633305600,value:3886}","{date:1633305600,value:3179}","{date:1633305600,value:2473}","{date:1633305600,value:1766}"
1633478400,4240,3887,3180,2474,1767,,,"{date:1633478400,value:4240}","{date:1633478400,value:3887}","{date:1633478400,value:3180}","{date:1633478400,value:2474}","{date:1633478400,value:1767}"
1633651200,4254,3899,3190,2481,1772,,,"{date:1633651200,value:4254}","{date:1633651200,value:3899}","{date:1633651200,value:3190}","{date:1633651200,value:2481}","{date:1633651200,value:1772}"
1633996800,4272,3916,3204,2492,1780,,,"{date:1633996800,value:4272}","{date:1633996800,value:3916}","{date:1633996800,value:3204}","{date:1633996800,value:2492}","{date:1633996800,value:1780}"
1634169600,4328,3967,3246,2525,1803,,,"{date:1634169600,value:4328}","{date:1634169600,value:3967}","{date:1634169600,value:3246}","{date:1634169600,value:2525}","{date:1634169600,value:1803}"
1634515200,4267,3911,3200,2489,1778,,,"{date:1634515200,value:4267}","{date:1634515200,value:3911}","{date:1634515200,value:3200}","{date:1634515200,value:2489}","{date:1634515200,value:1778}"
1634688000,4285,3928,3214,2500,1786,,,"{date:1634688000,value:4285}","{date:1634688000,value:3928}","{date:1634688000,value:3214}","{date:1634688000,value:2500}","{date:1634688000,value:1786}"
1634860800,4322,3962,3241,2521,1801,,,"{date:1634860800,value:4322}","{date:1634860800,value:3962}","{date:1634860800,value:3241}","{date:1634860800,value:2521}","{date:1634860800,value:1801}"
1635206400,4319,3959,3239,2519,1799,,,"{date:1635206400,value:4319}","{date:1635206400,value:3959}","{date:1635206400,value:3239}","{date:1635206400,value:2519}","{date:1635206400,value:1799}"
1635379200,4328,3967,3246,2525,1803,,,"{date:1635379200,value:4328}","{date:1635379200,value:3967}","{date:1635379200,value:3246}","{date:1635379200,value:2525}","{date:1635379200,value:1803}"
1635811200,4293,3935,3220,2504,1789,,,"{date:1635811200,value:4293}","{date:1635811200,value:3935}","{date:1635811200,value:3220}","{date:1635811200,value:2504}","{date:1635811200,value:1789}"
1635984000,4290,3932,3217,2502,1787,,,"{date:1635984000,value:4290}","{date:1635984000,value:3932}","{date:1635984000,value:3217}","{date:1635984000,value:2502}","{date:1635984000,value:1787}"
1636329600,4336,3975,3252,2529,1807,,,"{date:1636329600,value:4336}","{date:1636329600,value:3975}","{date:1636329600,value:3252}","{date:1636329600,value:2529}","{date:1636329600,value:1807}"
1636502400,4423,4054,3317,2580,1843,,,"{date:1636502400,value:4423}","{date:1636502400,value:4054}","{date:1636502400,value:3317}","{date:1636502400,value:2580}","{date:1636502400,value:1843}"
1636675200,4457,4086,3343,2600,1857,,,"{date:1636675200,value:4457}","{date:1636675200,value:4086}","{date:1636675200,value:3343}","{date:1636675200,value:2600}","{date:1636675200,value:1857}"
1637020800,4430,4060,3322,2584,1846,,,"{date:1637020800,value:4430}","{date:1637020800,value:4060}","{date:1637020800,value:3322}","{date:1637020800,value:2584}","{date:1637020800,value:1846}"
1637193600,4434,4065,3326,2587,1848,,,"{date:1637193600,value:4434}","{date:1637193600,value:4065}","{date:1637193600,value:3326}","{date:1637193600,value:2587}","{date:1637193600,value:1848}"
1637539200,4329,3968,3247,2525,1804,,,"{date:1637539200,value:4329}","{date:1637539200,value:3968}","{date:1637539200,value:3247}","{date:1637539200,value:2525}","{date:1637539200,value:1804}"
1637712000,4294,3936,3220,2505,1789,,,"{date:1637712000,value:4294}","{date:1637712000,value:3936}","{date:1637712000,value:3220}","{date:1637712000,value:2505}","{date:1637712000,value:1789}"
1637884800,4326,3965,3244,2523,1802,,,"{date:1637884800,value:4326}","{date:1637884800,value:3965}","{date:1637884800,value:3244}","{date:1637884800,value:2523}","{date:1637884800,value:1802}"
1638230400,4279,3923,3209,2496,1783,,,"{date:1638230400,value:4279}","{date:1638230400,value:3923}","{date:1638230400,value:3209}","{date:1638230400,value:2496}","{date:1638230400,value:1783}"
1638403200,4265,3909,3199,2488,1777,,,"{date:1638403200,value:4265}","{date:1638403200,value:3909}","{date:1638403200,value:3199}","{date:1638403200,value:2488}","{date:1638403200,value:1777}"
1638748800,4317,3957,3238,2518,1799,,,"{date:1638748800,value:4317}","{date:1638748800,value:3957}","{date:1638748800,value:3238}","{date:1638748800,value:2518}","{date:1638748800,value:1799}"
1638921600,4323,3963,3242,2522,1801,,,"{date:1638921600,value:4323}","{date:1638921600,value:3963}","{date:1638921600,value:3242}","{date:1638921600,value:2522}","{date:1638921600,value:1801}"
1639094400,4345,3983,3259,2535,1810,,,"{date:1639094400,value:4345}","{date:1639094400,value:3983}","{date:1639094400,value:3259}","{date:1639094400,value:2535}","{date:1639094400,value:1810}"
1639440000,4334,3973,3250,2528,1806,,,"{date:1639440000,value:4334}","{date:1639440000,value:3973}","{date:1639440000,value:3250}","{date:1639440000,value:2528}","{date:1639440000,value:1806}"
1639612800,4405,4038,3304,2570,1835,,,"{date:1639612800,value:4405}","{date:1639612800,value:4038}","{date:1639612800,value:3304}","{date:1639612800,value:2570}","{date:1639612800,value:1835}"
1639958400,4363,4000,3272,2545,1818,,,"{date:1639958400,value:4363}","{date:1639958400,value:4000}","{date:1639958400,value:3272}","{date:1639958400,value:2545}","{date:1639958400,value:1818}"
1640131200,4376,4012,3282,2553,1823,,,"{date:1640131200,value:4376}","{date:1640131200,value:4012}","{date:1640131200,value:3282}","{date:1640131200,value:2553}","{date:1640131200,value:1823}"
1640304000,4367,4003,3275,2548,1820,,,"{date:1640304000,value:4367}","{date:1640304000,value:4003}","{date:1640304000,value:3275}","{date:1640304000,value:2548}","{date:1640304000,value:1820}"
1640649600,4341,3979,3256,2532,1809,,,"{date:1640649600,value:4341}","{date:1640649600,value:3979}","{date:1640649600,value:3256}","{date:1640649600,value:2532}","{date:1640649600,value:1809}"
1640822400,4345,3983,3259,2535,1811,,,"{date:1640822400,value:4345}","{date:1640822400,value:3983}","{date:1640822400,value:3259}","{date:1640822400,value:2535}","{date:1640822400,value:1811}"
1577923200,3507,3215,2631,2046,1461,,,"{date:1577923200,value:3507}","{date:1577923200,value:3215}","{date:1577923200,value:2631}","{date:1577923200,value:2046}","{date:1577923200,value:1461}"
1578268800,3610,3309,2707,2106,1504,,,"{date:1578268800,value:3610}","{date:1578268800,value:3309}","{date:1578268800,value:2707}","{date:1578268800,value:2106}","{date:1578268800,value:1504}"
1578441600,3579,3280,2684,2088,1491,,,"{date:1578441600,value:3579}","{date:1578441600,value:3280}","{date:1578441600,value:2684}","{date:1578441600,value:2088}","{date:1578441600,value:1491}"
1578614400,3565,3268,2674,2080,1486,,,"{date:1578614400,value:3565}","{date:1578614400,value:3268}","{date:1578614400,value:2674}","{date:1578614400,value:2080}","{date:1578614400,value:1486}"
1578960000,3530,3236,2648,2059,1471,,,"{date:1578960000,value:3530}","{date:1578960000,value:3236}","{date:1578960000,value:2648}","{date:1578960000,value:2059}","{date:1578960000,value:1471}"
1579132800,3541,3246,2656,2066,1475,,,"{date:1579132800,value:3541}","{date:1579132800,value:3246}","{date:1579132800,value:2656}","{date:1579132800,value:2066}","{date:1579132800,value:1475}"
1579478400,3566,3269,2674,2080,1486,,,"{date:1579478400,value:3566}","{date:1579478400,value:3269}","{date:1579478400,value:2674}","{date:1579478400,value:2080}","{date:1579478400,value:1486}"
1579651200,3570,3272,2677,2082,1487,,,"{date:1579651200,value:3570}","{date:1579651200,value:3272}","{date:1579651200,value:2677}","{date:1579651200,value:2082}","{date:1579651200,value:1487}"
1579824000,3604,3304,2703,2102,1502,,,"{date:1579824000,value:3604}","{date:1579824000,value:3304}","{date:1579824000,value:2703}","{date:1579824000,value:2102}","{date:1579824000,value:1502}"
1580169600,3593,3293,2695,2096,1497,,,"{date:1580169600,value:3593}","{date:1580169600,value:3293}","{date:1580169600,value:2695}","{date:1580169600,value:2096}","{date:1580169600,value:1497}"
1580342400,3625,3323,2718,2114,1510,,,"{date:1580342400,value:3625}","{date:1580342400,value:3323}","{date:1580342400,value:2718}","{date:1580342400,value:2114}","{date:1580342400,value:1510}"
1580774400,3553,3257,2665,2073,1480,,,"{date:1580774400,value:3553}","{date:1580774400,value:3257}","{date:1580774400,value:2665}","{date:1580774400,value:2073}","{date:1580774400,value:1480}"
1580947200,3590,3291,2692,2094,1496,,,"{date:1580947200,value:3590}","{date:1580947200,value:3291}","{date:1580947200,value:2692}","{date:1580947200,value:2094}","{date:1580947200,value:1496}"
1581292800,3604,3303,2703,2102,1502,,,"{date:1581292800,value:3604}","{date:1581292800,value:3303}","{date:1581292800,value:2703}","{date:1581292800,value:2102}","{date:1581292800,value:1502}"
1581465600,3599,3299,2699,2099,1499,,,"{date:1581465600,value:3599}","{date:1581465600,value:3299}","{date:1581465600,value:2699}","{date:1581465600,value:2099}","{date:1581465600,value:1499}"
1581638400,3642,3339,2732,2125,1518,,,"{date:1581638400,value:3642}","{date:1581638400,value:3339}","{date:1581638400,value:2732}","{date:1581638400,value:2125}","{date:1581638400,value:1518}"
1581984000,3685,3378,2763,2149,1535,,,"{date:1581984000,value:3685}","{date:1581984000,value:3378}","{date:1581984000,value:2763}","{date:1581984000,value:2149}","{date:1581984000,value:1535}"
1582156800,3748,3436,2811,2187,1562,,,"{date:1582156800,value:3748}","{date:1582156800,value:3436}","{date:1582156800,value:2811}","{date:1582156800,value:2187}","{date:1582156800,value:1562}"
1582502400,3831,3512,2873,2235,1596,,,"{date:1582502400,value:3831}","{date:1582502400,value:3512}","{date:1582502400,value:2873}","{date:1582502400,value:2235}","{date:1582502400,value:1596}"
1582675200,3788,3472,2841,2209,1578,,,"{date:1582675200,value:3788}","{date:1582675200,value:3472}","{date:1582675200,value:2841}","{date:1582675200,value:2209}","{date:1582675200,value:1578}"
1582848000,3681,3375,2761,2147,1534,,,"{date:1582848000,value:3681}","{date:1582848000,value:3375}","{date:1582848000,value:2761}","{date:1582848000,value:2147}","{date:1582848000,value:1534}"
1583193600,3885,3561,2914,2266,1619,,,"{date:1583193600,value:3885}","{date:1583193600,value:3561}","{date:1583193600,value:2914}","{date:1583193600,value:2266}","{date:1583193600,value:1619}"
1583366400,3976,3645,2982,2320,1657,,,"{date:1583366400,value:3976}","{date:1583366400,value:3645}","{date:1583366400,value:2982}","{date:1583366400,value:2320}","{date:1583366400,value:1657}"
1583712000,3988,3656,2991,2327,1662,,,"{date:1583712000,value:3988}","{date:1583712000,value:3656}","{date:1583712000,value:2991}","{date:1583712000,value:2327}","{date:1583712000,value:1662}"
1583884800,3919,3593,2939,2286,1633,,,"{date:1583884800,value:3919}","{date:1583884800,value:3593}","{date:1583884800,value:2939}","{date:1583884800,value:2286}","{date:1583884800,value:1633}"
1584057600,3636,3333,2727,2121,1515,,,"{date:1584057600,value:3636}","{date:1584057600,value:3333}","{date:1584057600,value:2727}","{date:1584057600,value:2121}","{date:1584057600,value:1515}"
1584403200,3660,3355,2745,2135,1525,,,"{date:1584403200,value:3660}","{date:1584403200,value:3355}","{date:1584403200,value:2745}","{date:1584403200,value:2135}","{date:1584403200,value:1525}"
1584576000,3556,3259,2667,2074,1482,,,"{date:1584576000,value:3556}","{date:1584576000,value:3259}","{date:1584576000,value:2667}","{date:1584576000,value:2074}","{date:1584576000,value:1482}"
1584921600,3858,3536,2893,2250,1607,,,"{date:1584921600,value:3858}","{date:1584921600,value:3536}","{date:1584921600,value:2893}","{date:1584921600,value:2250}","{date:1584921600,value:1607}"
1585094400,3929,3601,2947,2292,1637,,,"{date:1585094400,value:3929}","{date:1585094400,value:3601}","{date:1585094400,value:2947}","{date:1585094400,value:2292}","{date:1585094400,value:1637}"
1585267200,3908,3583,2931,2280,1628,,,"{date:1585267200,value:3908}","{date:1585267200,value:3583}","{date:1585267200,value:2931}","{date:1585267200,value:2280}","{date:1585267200,value:1628}"
